supplier_id,supplier_name,contact_name,contact_email,phone_number,address,city,state,product_categories_supplied,purchase_order_id,order_date,delivery_date,status,total_cost,payment_status
SUP00083,FabricWorks Inc.,Sharon Davis,sharon.davis@fabricworksinc.com,(672) 320-3522,8265 Trade Center Blvd,Sacramento,CA,"Accessories, Shorts, Skirts",PO0006425,2024-07-17,2024-08-06,Pending,1987.69,Partial
SUP00113,ProStyle International,Michael Gomez,michael.gomez@prostyleinterna.com,(918) 317-4522,7146 Market St,Charlotte,NC,"Shorts, Skirts",PO0006426,2023-12-17,2023-12-28,Pending,842.09,Pending
SUP00140,TrendyTextiles Wholesale,David Lopez,david.lopez@trendytextilesw.com,(909) 989-3712,7270 Oak Ave,Louisville,KY,"Outerwear, Shirts",PO0006427,2024-01-29,2024-02-11,Delivered,2737.29,Paid
SUP00138,QualityApparel Solutions,Lisa Johnson,lisa.johnson@qualityapparels.com,(571) 516-3953,3609 Distribution Dr,Fresno,CA,T-Shirts,PO0006428,2024-03-10,2024-04-05,Shipped,474.55,Partial
SUP00038,GarmentCo Distributors,Michael Hill,michael.hill@garmentcodistri.com,(644) 553-6139,7249 Fourth St,Sacramento,CA,Activewear,PO0006429,2023-12-25,2024-01-06,Shipped,2397.99,Partial
SUP00099,GarmentHub LLC,Sharon Hernandez,sharon.hernandez@garmenthubllc.com,(463) 693-5835,5649 Cedar Ln,Albuquerque,NM,"Dresses, Shirts, Shorts, T-Shirts",PO0006430,2024-07-15,2024-07-20,Delivered,2533.69,Paid
SUP00055,PremiumFabrics Textiles,Matthew Moore,matthew.moore@premiumfabricst.com,(970) 631-5133,1441 Broadway,New York,NY,"Jeans, Shirts, Sweaters",PO0006431,2024-05-08,2024-06-01,Delivered,1389.13,Paid
SUP00015,StyleSource Apparel,Rebecca Martin,rebecca.martin@stylesourceappa.com,(445) 259-4946,9395 Maple Dr,Philadelphia,PA,"Dresses, Hoodies, T-Shirts",PO0006432,2024-02-22,2024-03-08,Shipped,3592.25,Pending
SUP00122,ThreadLine Trading,Margaret Davis,margaret.davis@threadlinetradi.com,(490) 894-8972,8733 Trade Center Blvd,Houston,TX,Activewear,PO0006433,2024-01-10,2024-01-11,Delivered,1947.64,Pending
SUP00069,ThreadLine Apparel,James Torres,james.torres@threadlineappar.com,(491) 680-8843,7316 Distribution Dr,Jacksonville,FL,"Activewear, Hoodies, Jackets, Skirts",PO0006434,2024-09-01,2024-09-14,Delivered,1053.43,Paid
SUP00028,FabricWorks Solutions,Susan Allen,susan.allen@fabricworkssolu.com,(471) 335-6718,1227 Commerce Dr,Portland,OR,Skirts,PO0006435,2024-07-02,2024-07-28,Shipped,346.42,Pending
SUP00041,EliteClothing Wholesale,Richard Clark,richard.clark@eliteclothingwh.com,(880) 588-3851,9424 Trade Center Blvd,Memphis,TN,"Jackets, Jeans",PO0006436,2024-03-14,2024-03-30,Delivered,1468.34,Paid
SUP00047,GarmentHub Apparel,Linda Robinson,linda.robinson@garmenthubappar.com,(336) 675-9702,9257 Fourth St,El Paso,TX,"Activewear, Dresses, Shorts, Skirts",PO0006437,2024-03-25,2024-03-30,Shipped,1232.31,Paid
SUP00036,FashionHub Inc.,Jason Robinson,jason.robinson@fashionhubinc.com,(558) 512-4728,3752 Main St,Fort Worth,TX,"Hoodies, Jackets",PO0006438,2024-06-09,2024-06-14,Shipped,1208.85,Paid
SUP00017,TrendyTextiles Imports,Carol White,carol.white@trendytextilesi.com,(648) 729-8397,2082 Commerce Dr,Charlotte,NC,Jeans,PO0006439,2024-10-19,2024-10-31,Delivered,1995.87,Paid
SUP00051,StyleCraft Inc.,Sharon Clark,sharon.clark@stylecraftinc.com,(598) 988-1320,9532 Supply Chain Ave,Tucson,AZ,Sweaters,PO0006440,2024-01-08,2024-01-20,Delivered,338.51,Paid
SUP00053,GlobalGarments Distributors,Matthew Perez,matthew.perez@globalgarmentsd.com,(884) 895-7624,2804 Market St,San Diego,CA,"Accessories, Dresses, Jeans, Shorts",PO0006441,2024-08-05,2024-08-22,Delivered,826.88,Paid
SUP00136,ChicTextiles Apparel,Brian Hill,brian.hill@chictextilesapp.com,(353) 541-2335,9647 Park Blvd,Detroit,MI,"Accessories, Outerwear",PO0006442,2024-01-29,2024-01-30,Delivered,625.38,Paid
SUP00026,ProStyle Supply Co.,Anthony Nelson,anthony.nelson@prostylesupplyc.com,(797) 778-9565,5283 Business Park Rd,Columbus,OH,"Shirts, Sweaters",PO0006443,2024-04-07,2024-04-09,Shipped,1302.75,Pending
SUP00077,GarmentCo Distributors,Jennifer Anderson,jennifer.anderson@garmentcodistri.com,(890) 789-1339,4515 Third Ave,Houston,TX,"Dresses, Skirts, T-Shirts",PO0006444,2023-12-25,2024-01-02,Delivered,512.73,Paid
SUP00039,TextilePlus LLC,John Rivera,john.rivera@textileplusllc.com,(646) 201-9518,8921 Industrial Way,Portland,OR,"Accessories, Sweaters",PO0006445,2024-05-29,2024-06-03,Delivered,3402.29,Paid
SUP00042,ClothingDirect Inc.,Margaret Gomez,margaret.gomez@clothingdirecti.com,(793) 821-6279,7718 Market St,Milwaukee,WI,"Dresses, Skirts",PO0006446,2024-09-11,2024-09-22,Delivered,1415.58,Pending
SUP00088,TextileTrade Supply Co.,Laura Diaz,laura.diaz@textiletradesup.com,(650) 302-9617,7586 Main St,San Jose,CA,"Accessories, T-Shirts",PO0006447,2024-03-30,2024-04-12,Delivered,2018.09,Paid
SUP00109,GarmentCo Distributors,William Mitchell,william.mitchell@garmentcodistri.com,(631) 738-2862,1141 Broadway,Milwaukee,WI,"Activewear, Dresses, Hoodies",PO0006448,2024-08-26,2024-08-31,Shipped,720.72,Pending
SUP00026,ProStyle Supply Co.,Anthony Nelson,anthony.nelson@prostylesupplyc.com,(797) 778-9565,5283 Business Park Rd,Columbus,OH,"Shirts, Sweaters",PO0006449,2023-12-09,2023-12-16,Shipped,1425.09,Partial
SUP00031,GlobalGarments LLC,Jeffrey Brown,jeffrey.brown@globalgarmentsl.com,(294) 849-7939,4633 Oak Ave,Los Angeles,CA,"Accessories, T-Shirts",PO0006450,2024-05-26,2024-06-09,Delivered,387.62,Paid
SUP00132,VogueSupply Apparel,Jeffrey Garcia,jeffrey.garcia@voguesupplyappa.com,(829) 808-9307,6399 Market St,Oakland,CA,"Jeans, Outerwear, Shirts, Skirts",PO0006451,2024-10-18,2024-10-29,Delivered,749.45,Pending
SUP00091,ModaSupply Wholesale,George Martin,george.martin@modasupplywhole.com,(229) 247-6314,1019 Trade Center Blvd,Detroit,MI,"Shirts, T-Shirts",PO0006452,2024-02-17,2024-02-29,Shipped,611.96,Partial
SUP00107,TextilePlus Partners,Susan Evans,susan.evans@textilepluspart.com,(438) 536-3417,9864 Main St,Seattle,WA,"Dresses, Outerwear, T-Shirts",PO0006453,2024-02-15,2024-02-19,Delivered,208.81,Paid
SUP00047,GarmentHub Apparel,Linda Robinson,linda.robinson@garmenthubappar.com,(336) 675-9702,9257 Fourth St,El Paso,TX,"Activewear, Dresses, Shorts, Skirts",PO0006454,2024-02-16,2024-03-05,Shipped,569.82,Paid
SUP00103,ClothingDirect Group,Linda Miller,linda.miller@clothingdirectg.com,(440) 750-3222,6467 Market St,Portland,OR,"Dresses, Outerwear",PO0006455,2024-10-07,2024-10-11,Pending,1936.16,Pending
SUP00082,ModaSupply Industries,George Young,george.young@modasupplyindus.com,(324) 229-4920,2694 Trade Center Blvd,Oakland,CA,Shorts,PO0006456,2023-11-07,2023-11-13,Pending,755.78,Paid
SUP00023,DenimSource International,James Harris,james.harris@denimsourceinte.com,(471) 665-5673,7030 Second St,Fresno,CA,Jackets,PO0006457,2024-09-02,2024-09-10,Delivered,5000.0,Paid
SUP00093,GarmentHub Partners,Barbara Anderson,barbara.anderson@garmenthubpartn.com,(672) 853-5161,7629 Business Park Rd,Los Angeles,CA,"Dresses, Jackets, Skirts",PO0006458,2024-05-07,2024-05-24,Shipped,395.26,Partial
SUP00138,QualityApparel Solutions,Lisa Johnson,lisa.johnson@qualityapparels.com,(571) 516-3953,3609 Distribution Dr,Fresno,CA,T-Shirts,PO0006459,2024-08-16,2024-09-01,Pending,1224.83,Pending
SUP00035,ChicTextiles Industries,Nancy Gomez,nancy.gomez@chictextilesind.com,(621) 885-5065,4471 Washington St,San Antonio,TX,"Jeans, Skirts",PO0006460,2023-12-16,2023-12-27,Pending,2853.05,Pending
SUP00111,TextileTrade International,Margaret Baker,margaret.baker@textiletradeint.com,(310) 702-8267,1304 Maple Dr,El Paso,TX,"Hoodies, T-Shirts",PO0006461,2023-11-08,2023-11-25,Shipped,2619.83,Pending
SUP00049,VogueSupply Inc.,Sarah Lewis,sarah.lewis@voguesupplyinc.com,(279) 930-5681,3941 Business Park Rd,Nashville,TN,"Dresses, Hoodies",PO0006462,2024-03-29,2024-04-18,Delivered,800.15,Partial
SUP00027,GarmentCo International,William Nelson,william.nelson@garmentcointern.com,(860) 507-8491,5280 Maple Dr,Los Angeles,CA,"Activewear, Hoodies",PO0006463,2024-01-14,2024-01-24,Delivered,2362.34,Paid
SUP00021,TextilePlus Solutions,Mark Rodriguez,mark.rodriguez@textileplussolu.com,(632) 387-5563,7679 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies",PO0006464,2024-04-22,2024-04-26,Delivered,625.23,Paid
SUP00130,VogueSupply Imports,Michelle Lee,michelle.lee@voguesupplyimpo.com,(842) 523-3473,7305 Maple Dr,Tucson,AZ,"Jackets, Outerwear",PO0006465,2024-06-07,2024-06-11,Delivered,1227.65,Paid
SUP00144,ApparelPro Apparel,Margaret Garcia,margaret.garcia@apparelproappar.com,(427) 661-6727,536 Logistics Pkwy,Chicago,IL,"Shirts, Sweaters",PO0006466,2024-01-05,2024-01-17,Pending,1931.9,Pending
SUP00082,ModaSupply Industries,George Young,george.young@modasupplyindus.com,(324) 229-4920,2694 Trade Center Blvd,Oakland,CA,Shorts,PO0006467,2024-09-11,2024-09-30,Delivered,894.13,Paid
SUP00108,GarmentCo Textiles,Elizabeth Davis,elizabeth.davis@garmentcotextil.com,(876) 226-3159,343 Warehouse Ln,San Francisco,CA,"Jeans, T-Shirts",PO0006468,2024-07-27,2024-08-13,Delivered,292.73,Paid
SUP00130,VogueSupply Imports,Michelle Lee,michelle.lee@voguesupplyimpo.com,(842) 523-3473,7305 Maple Dr,Tucson,AZ,"Jackets, Outerwear",PO0006469,2024-06-05,2024-06-22,Delivered,227.57,Paid
SUP00084,FashionHub Group,Emily Martinez,emily.martinez@fashionhubgroup.com,(592) 395-9327,2336 Maple Dr,Seattle,WA,"Dresses, Shorts, Sweaters",PO0006470,2024-06-03,2024-07-02,Delivered,986.2,Pending
SUP00145,TrendyTextiles Supply Co.,Lisa Anderson,lisa.anderson@trendytextiless.com,(228) 526-2623,5593 Park Blvd,San Diego,CA,Skirts,PO0006471,2023-12-30,2024-01-17,Delivered,1154.34,Paid
SUP00076,UrbanWear International,Sarah Allen,sarah.allen@urbanwearintern.com,(752) 705-8172,1417 Fourth St,Houston,TX,"Activewear, Outerwear, Sweaters",PO0006472,2024-06-21,2024-06-24,Delivered,544.43,Paid
SUP00031,GlobalGarments LLC,Jeffrey Brown,jeffrey.brown@globalgarmentsl.com,(294) 849-7939,4633 Oak Ave,Los Angeles,CA,"Accessories, T-Shirts",PO0006473,2023-11-07,2023-11-27,Shipped,1161.46,Partial
SUP00058,SwiftFashion Distributors,Karen Torres,karen.torres@swiftfashiondis.com,(893) 584-7498,3349 Maple Dr,San Francisco,CA,Jackets,PO0006474,2024-10-07,2024-10-20,Delivered,4408.51,Paid
SUP00094,DenimSource Supply Co.,Mark Thompson,mark.thompson@denimsourcesupp.com,(801) 506-7951,4197 Market St,Boston,MA,Shorts,PO0006475,2024-09-30,2024-10-10,Delivered,381.12,Paid
SUP00095,TextileTrade Group,Michael Thomas,michael.thomas@textiletradegro.com,(590) 785-6881,9517 Trade Center Blvd,Denver,CO,Accessories,PO0006476,2024-09-16,2024-10-03,Delivered,1030.93,Paid
SUP00020,ClassicThreads International,Daniel Ramirez,daniel.ramirez@classicthreadsi.com,(620) 678-1887,1712 Oak Ave,Memphis,TN,"Accessories, Hoodies, Shirts",PO0006477,2024-01-27,2024-02-11,Pending,2884.49,Pending
SUP00028,FabricWorks Solutions,Susan Allen,susan.allen@fabricworkssolu.com,(471) 335-6718,1227 Commerce Dr,Portland,OR,Skirts,PO0006478,2024-09-02,2024-09-09,Delivered,4649.12,Paid
SUP00021,TextilePlus Solutions,Mark Rodriguez,mark.rodriguez@textileplussolu.com,(632) 387-5563,7679 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies",PO0006479,2024-04-17,2024-05-05,Delivered,810.98,Pending
SUP00036,FashionHub Inc.,Jason Robinson,jason.robinson@fashionhubinc.com,(558) 512-4728,3752 Main St,Fort Worth,TX,"Hoodies, Jackets",PO0006480,2024-10-17,2024-10-27,Delivered,2012.91,Paid
SUP00099,GarmentHub LLC,Sharon Hernandez,sharon.hernandez@garmenthubllc.com,(463) 693-5835,5649 Cedar Ln,Albuquerque,NM,"Dresses, Shirts, Shorts, T-Shirts",PO0006481,2024-07-18,2024-08-05,Shipped,341.35,Pending
SUP00070,TrendyTextiles Group,Robert Torres,robert.torres@trendytextilesg.com,(844) 902-1878,2585 Park Blvd,Boston,MA,Shirts,PO0006482,2023-11-28,2023-11-30,Delivered,1329.81,Pending
SUP00022,StyleCraft Imports,Paul Turner,paul.turner@stylecraftimpor.com,(215) 295-4872,2824 Logistics Pkwy,Fresno,CA,"Jeans, Shorts",PO0006483,2024-03-19,2024-04-02,Delivered,1627.11,Paid
SUP00077,GarmentCo Distributors,Jennifer Anderson,jennifer.anderson@garmentcodistri.com,(890) 789-1339,4515 Third Ave,Houston,TX,"Dresses, Skirts, T-Shirts",PO0006484,2024-07-03,2024-07-15,Delivered,522.14,Paid
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0006485,2024-04-22,2024-05-10,Delivered,443.09,Paid
SUP00126,UrbanTex Trading,David Phillips,david.phillips@urbantextrading.com,(832) 671-6928,1543 Logistics Pkwy,San Antonio,TX,Activewear,PO0006486,2024-07-14,2024-07-29,Delivered,1583.46,Paid
SUP00024,TextilePlus Distributors,Donna Mitchell,donna.mitchell@textileplusdist.com,(755) 262-6138,1036 Oak Ave,Tucson,AZ,"Dresses, T-Shirts",PO0006487,2024-06-16,2024-06-27,Delivered,2282.19,Paid
SUP00148,VogueSupply Textiles,Michelle Robinson,michelle.robinson@voguesupplytext.com,(264) 313-9189,9876 Second St,New York,NY,"Activewear, Shirts",PO0006488,2024-10-28,2024-11-22,Shipped,588.08,Paid
SUP00113,ProStyle International,Michael Gomez,michael.gomez@prostyleinterna.com,(918) 317-4522,7146 Market St,Charlotte,NC,"Shorts, Skirts",PO0006489,2024-10-11,2024-10-25,Shipped,2597.22,Paid
SUP00019,GarmentCo Imports,Ashley Wilson,ashley.wilson@garmentcoimport.com,(752) 335-8744,4081 Broadway,Louisville,KY,Hoodies,PO0006490,2024-05-27,2024-06-11,Delivered,2119.69,Partial
SUP00141,ModaSupply Partners,Charles Carter,charles.carter@modasupplypartn.com,(966) 659-4833,8849 Commerce Dr,Boston,MA,"Outerwear, Shirts, Skirts, Sweaters",PO0006491,2024-04-17,2024-05-04,Shipped,1725.57,Paid
SUP00148,VogueSupply Textiles,Michelle Robinson,michelle.robinson@voguesupplytext.com,(264) 313-9189,9876 Second St,New York,NY,"Activewear, Shirts",PO0006492,2023-11-29,2023-11-29,Cancelled,989.21,Partial
SUP00026,ProStyle Supply Co.,Anthony Nelson,anthony.nelson@prostylesupplyc.com,(797) 778-9565,5283 Business Park Rd,Columbus,OH,"Shirts, Sweaters",PO0006493,2024-05-17,2024-05-30,Shipped,805.35,Paid
SUP00014,ProStyle Inc.,Barbara White,barbara.white@prostyleinc.com,(980) 365-9837,8789 Main St,El Paso,TX,"Hoodies, Sweaters",PO0006494,2023-11-28,2023-12-16,Shipped,403.72,Paid
SUP00070,TrendyTextiles Group,Robert Torres,robert.torres@trendytextilesg.com,(844) 902-1878,2585 Park Blvd,Boston,MA,Shirts,PO0006495,2024-10-20,2024-11-04,Delivered,219.35,Paid
SUP00072,SwiftFashion Partners,Patricia Flores,patricia.flores@swiftfashionpar.com,(957) 301-4404,3557 Business Park Rd,Philadelphia,PA,T-Shirts,PO0006496,2024-03-09,2024-03-11,Pending,476.51,Pending
SUP00091,ModaSupply Wholesale,George Martin,george.martin@modasupplywhole.com,(229) 247-6314,1019 Trade Center Blvd,Detroit,MI,"Shirts, T-Shirts",PO0006497,2023-11-16,2023-12-09,Pending,4086.93,Partial
SUP00126,UrbanTex Trading,David Phillips,david.phillips@urbantextrading.com,(832) 671-6928,1543 Logistics Pkwy,San Antonio,TX,Activewear,PO0006498,2024-05-31,2024-06-15,Shipped,824.16,Paid
SUP00122,ThreadLine Trading,Margaret Davis,margaret.davis@threadlinetradi.com,(490) 894-8972,8733 Trade Center Blvd,Houston,TX,Activewear,PO0006499,2024-02-25,2024-03-08,Pending,4041.64,Pending
SUP00043,FashionForward Industries,Timothy Mitchell,timothy.mitchell@fashionforwardi.com,(373) 874-2389,4749 First Ave,Nashville,TN,Shirts,PO0006500,2024-02-03,2024-02-12,Delivered,256.06,Paid
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0006501,2024-07-28,2024-08-10,Pending,5000.0,Pending
SUP00057,GlobalGarments Imports,Linda Torres,linda.torres@globalgarmentsi.com,(423) 676-5198,6143 Washington St,Dallas,TX,"Hoodies, Jackets, T-Shirts",PO0006502,2024-06-05,2024-06-06,Delivered,4704.16,Partial
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0006503,2024-06-17,2024-07-02,Pending,1192.28,Pending
SUP00006,RetailFabrics LLC,Jennifer Diaz,jennifer.diaz@retailfabricsll.com,(438) 303-7227,4654 Market St,Portland,OR,Sweaters,PO0006504,2024-06-30,2024-07-03,Shipped,861.12,Paid
SUP00077,GarmentCo Distributors,Jennifer Anderson,jennifer.anderson@garmentcodistri.com,(890) 789-1339,4515 Third Ave,Houston,TX,"Dresses, Skirts, T-Shirts",PO0006505,2024-10-16,2024-11-05,Delivered,819.49,Paid
SUP00117,TextilePlus Wholesale,Brian Walker,brian.walker@textilepluswhol.com,(429) 310-6736,9213 Warehouse Ln,Dallas,TX,"Activewear, Shirts, Shorts",PO0006506,2024-04-28,2024-05-04,Pending,3432.25,Pending
SUP00145,TrendyTextiles Supply Co.,Lisa Anderson,lisa.anderson@trendytextiless.com,(228) 526-2623,5593 Park Blvd,San Diego,CA,Skirts,PO0006507,2024-07-26,2024-08-15,Delivered,2490.6,Paid
SUP00121,StyleCraft Imports,Jennifer Moore,jennifer.moore@stylecraftimpor.com,(653) 877-7947,8057 Fourth St,Milwaukee,WI,"Dresses, Shirts",PO0006508,2023-12-31,2024-01-13,Delivered,776.63,Paid
SUP00075,VogueSupply Wholesale,Sarah Evans,sarah.evans@voguesupplywhol.com,(345) 273-1977,2818 Trade Center Blvd,Denver,CO,"Jackets, Skirts",PO0006509,2023-12-26,2024-01-06,Pending,441.58,Paid
SUP00025,StyleCraft Solutions,Jennifer Diaz,jennifer.diaz@stylecraftsolut.com,(390) 270-2113,3953 Supply Chain Ave,Dallas,TX,"Activewear, Jeans, Outerwear, Shirts",PO0006510,2024-03-15,2024-03-19,Delivered,165.42,Paid
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0006511,2024-04-06,2024-04-20,Pending,336.37,Pending
SUP00031,GlobalGarments LLC,Jeffrey Brown,jeffrey.brown@globalgarmentsl.com,(294) 849-7939,4633 Oak Ave,Los Angeles,CA,"Accessories, T-Shirts",PO0006512,2023-12-10,2023-12-26,Delivered,984.12,Paid
SUP00090,UrbanWear Industries,Ronald Young,ronald.young@urbanwearindust.com,(754) 236-2121,3946 Trade Center Blvd,Charlotte,NC,"Accessories, Hoodies, Shorts",PO0006513,2023-11-02,2023-11-16,Shipped,608.28,Partial
SUP00045,QualityApparel Industries,Kevin Torres,kevin.torres@qualityappareli.com,(399) 935-7291,8199 Supply Chain Ave,San Francisco,CA,Outerwear,PO0006514,2023-11-29,2023-12-17,Delivered,2830.98,Paid
SUP00034,TextilePlus Imports,Jessica Nelson,jessica.nelson@textileplusimpo.com,(305) 562-7658,2632 Commerce Dr,Austin,TX,"Jeans, Outerwear, Shorts, T-Shirts",PO0006515,2024-01-03,2024-01-06,Delivered,1035.28,Partial
SUP00066,PremiumFabrics Trading,George Robinson,george.robinson@premiumfabricst.com,(477) 513-5118,3877 Cedar Ln,Fort Worth,TX,"Dresses, Outerwear",PO0006516,2024-05-18,2024-05-22,Delivered,1090.77,Paid
SUP00088,TextileTrade Supply Co.,Laura Diaz,laura.diaz@textiletradesup.com,(650) 302-9617,7586 Main St,San Jose,CA,"Accessories, T-Shirts",PO0006517,2024-06-20,2024-06-27,Delivered,371.34,Paid
SUP00084,FashionHub Group,Emily Martinez,emily.martinez@fashionhubgroup.com,(592) 395-9327,2336 Maple Dr,Seattle,WA,"Dresses, Shorts, Sweaters",PO0006518,2024-09-29,2024-10-02,Pending,3310.88,Pending
SUP00042,ClothingDirect Inc.,Margaret Gomez,margaret.gomez@clothingdirecti.com,(793) 821-6279,7718 Market St,Milwaukee,WI,"Dresses, Skirts",PO0006519,2024-08-28,2024-09-10,Delivered,4084.19,Paid
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0006520,2024-08-19,2024-08-22,Delivered,664.19,Partial
SUP00138,QualityApparel Solutions,Lisa Johnson,lisa.johnson@qualityapparels.com,(571) 516-3953,3609 Distribution Dr,Fresno,CA,T-Shirts,PO0006521,2024-03-29,2024-04-03,Delivered,798.27,Paid
SUP00126,UrbanTex Trading,David Phillips,david.phillips@urbantextrading.com,(832) 671-6928,1543 Logistics Pkwy,San Antonio,TX,Activewear,PO0006522,2024-08-11,2024-08-16,Pending,687.14,Pending
SUP00055,PremiumFabrics Textiles,Matthew Moore,matthew.moore@premiumfabricst.com,(970) 631-5133,1441 Broadway,New York,NY,"Jeans, Shirts, Sweaters",PO0006523,2024-03-19,2024-03-25,Delivered,2329.8,Partial
SUP00016,ApparelPro Imports,Donald Scott,donald.scott@apparelproimpor.com,(369) 471-9645,7032 Industrial Way,Miami,FL,"Jackets, Outerwear, Shirts",PO0006524,2024-01-03,2024-01-12,Delivered,1062.98,Pending
SUP00105,ModaSupply Group,Jessica Diaz,jessica.diaz@modasupplygroup.com,(571) 301-7018,9020 Warehouse Ln,Chicago,IL,"Hoodies, Shirts",PO0006525,2024-06-12,2024-06-17,Delivered,1131.64,Paid
SUP00034,TextilePlus Imports,Jessica Nelson,jessica.nelson@textileplusimpo.com,(305) 562-7658,2632 Commerce Dr,Austin,TX,"Jeans, Outerwear, Shorts, T-Shirts",PO0006526,2023-12-03,2023-12-17,Delivered,395.74,Paid
SUP00013,DenimSource Group,James Campbell,james.campbell@denimsourcegrou.com,(936) 469-9201,3027 First Ave,San Antonio,TX,"Accessories, Dresses, Jackets",PO0006527,2023-12-12,2023-12-26,Shipped,1067.93,Paid
SUP00081,WholesaleWear Partners,Ronald Young,ronald.young@wholesalewearpa.com,(840) 652-1845,3435 Business Park Rd,Oakland,CA,Jackets,PO0006528,2024-09-02,2024-09-24,Delivered,2126.93,Paid
SUP00133,PremiumFabrics Partners,Donald Allen,donald.allen@premiumfabricsp.com,(354) 263-8381,1795 Distribution Dr,Philadelphia,PA,"Jeans, T-Shirts",PO0006529,2024-06-05,2024-06-18,Pending,1771.1,Pending
SUP00047,GarmentHub Apparel,Linda Robinson,linda.robinson@garmenthubappar.com,(336) 675-9702,9257 Fourth St,El Paso,TX,"Activewear, Dresses, Shorts, Skirts",PO0006530,2024-03-12,2024-03-23,Delivered,1718.87,Paid
SUP00064,EliteClothing Textiles,Jessica Hall,jessica.hall@eliteclothingte.com,(687) 861-9041,7442 Main St,Philadelphia,PA,Shorts,PO0006531,2024-03-19,2024-04-07,Pending,835.4,Paid
SUP00049,VogueSupply Inc.,Sarah Lewis,sarah.lewis@voguesupplyinc.com,(279) 930-5681,3941 Business Park Rd,Nashville,TN,"Dresses, Hoodies",PO0006532,2024-03-28,2024-04-09,Delivered,887.87,Partial
SUP00098,ChicTextiles Wholesale,Jennifer Jackson,jennifer.jackson@chictextileswho.com,(534) 965-7807,2977 Industrial Way,San Diego,CA,"Accessories, Dresses, Sweaters",PO0006533,2024-02-24,2024-03-05,Delivered,1263.02,Paid
SUP00101,SwiftFashion International,Jason Green,jason.green@swiftfashionint.com,(580) 310-4830,7824 Main St,Oakland,CA,"Activewear, Shirts",PO0006534,2024-10-17,2024-10-18,Delivered,413.32,Pending
SUP00010,ChicTextiles Solutions,Paul Taylor,paul.taylor@chictextilessol.com,(964) 798-8019,9660 Supply Chain Ave,Portland,OR,T-Shirts,PO0006535,2024-07-06,2024-07-24,Delivered,227.47,Paid
SUP00064,EliteClothing Textiles,Jessica Hall,jessica.hall@eliteclothingte.com,(687) 861-9041,7442 Main St,Philadelphia,PA,Shorts,PO0006536,2024-05-12,2024-05-14,Delivered,1042.83,Paid
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0006537,2024-03-21,2024-03-25,Shipped,4684.37,Partial
SUP00048,ApparelSource Industries,Emily Lewis,emily.lewis@apparelsourcein.com,(362) 961-8777,7473 Business Park Rd,San Francisco,CA,"Dresses, Jackets, Skirts",PO0006538,2024-03-26,2024-04-11,Delivered,740.94,Paid
SUP00109,GarmentCo Distributors,William Mitchell,william.mitchell@garmentcodistri.com,(631) 738-2862,1141 Broadway,Milwaukee,WI,"Activewear, Dresses, Hoodies",PO0006539,2024-05-10,2024-05-30,Delivered,602.98,Paid
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0006540,2024-10-07,2024-10-21,Shipped,899.91,Partial
SUP00045,QualityApparel Industries,Kevin Torres,kevin.torres@qualityappareli.com,(399) 935-7291,8199 Supply Chain Ave,San Francisco,CA,Outerwear,PO0006541,2024-03-04,2024-03-07,Delivered,2175.88,Paid
SUP00128,ThreadLine Solutions,Steven Gonzalez,steven.gonzalez@threadlinesolut.com,(994) 557-6752,2519 Commerce Dr,San Antonio,TX,Shirts,PO0006542,2023-11-26,2023-12-05,Delivered,2371.87,Paid
SUP00002,StyleCraft Distributors,Jennifer Wilson,jennifer.wilson@stylecraftdistr.com,(438) 717-1434,9295 Industrial Way,Miami,FL,"Activewear, Skirts",PO0006543,2023-12-31,2024-01-17,Shipped,1689.48,Pending
SUP00064,EliteClothing Textiles,Jessica Hall,jessica.hall@eliteclothingte.com,(687) 861-9041,7442 Main St,Philadelphia,PA,Shorts,PO0006544,2024-09-26,2024-09-27,Shipped,484.78,Pending
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0006545,2024-10-03,2024-10-25,Delivered,890.37,Paid
