product_id,name,category,sub_category,color,size,cost_price,selling_price,stock_quantity,reorder_threshold,supplier_id,last_restock_date,location,barcode
CLO-14469,Black Leather Belt,Accessories,Belt,Black,XL,10.0,21.0,55,6,SUP-020,2025-09-07,SF Downtown Store,6650180054402
CLO-14470,Beige Blazer,Jackets,Coat,Beige,L,32.0,72.0,25,6,SUP-017,2025-07-19,Online Warehouse,7760123162575
CLO-14471,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,26.5,59.95,320,15,SUP-012,2025-09-12,SF Downtown Store,1000366857439
CLO-14472,Black Cotton Hoodie,Jackets,Hoodie,Black,L,18.0,39.0,120,12,SUP-009,2025-08-02,Palo Alto Outlet,7384718458163
CLO-14473,White Linen Shirt,Tops,Shirt,White,S,14.5,29.0,260,15,SUP-015,2025-07-29,Online Warehouse,0212918236372
CLO-14474,Red Tank Top,Tops,Tank Top,Red,XS,6.5,15.0,90,8,SUP-003,2025-10-03,SF Downtown Store,5112980310262
CLO-14475,Gray Cotton T-Shirt,Tops,T-Shirt,Gray,M,7.5,17.0,310,12,SUP-018,2025-06-18,Palo Alto Outlet,3705067482522
CLO-14476,Blue Denim Shorts,Bottomwear,Shorts,Blue,S,12.0,24.0,150,10,SUP-007,2025-09-22,SF Downtown Store,9254654763169
CLO-14477,Beige Cardigan,Jackets,Cardigan,Beige,XL,22.0,48.0,60,6,SUP-020,2025-08-15,Online Warehouse,1455903653542
CLO-14478,Black Cap,Accessories,Cap,Black,M,4.0,12.0,75,8,SUP-005,2025-05-28,Palo Alto Outlet,3724667622676
CLO-14479,Navy Blazer,Jackets,Blazer,Navy,L,32.0,75.0,30,5,SUP-011,2025-10-01,SF Downtown Store,1747904552242
CLO-14480,Green Belt,Accessories,Belt,Green,M,8.0,20.0,55,6,SUP-013,2025-09-17,Online Warehouse,0596425497806
CLO-14481,Brown Leather Belt,Accessories,Belt,Brown,L,10.0,25.0,40,5,SUP-004,2025-07-11,SF Downtown Store,4371960348973
CLO-14482,Pink Tank Top,Tops,Tank Top,Pink,XS,6.0,14.0,110,8,SUP-019,2025-09-29,Palo Alto Outlet,1160156539952
CLO-14483,White Cotton Shirt,Tops,Shirt,White,XL,16.0,32.0,190,12,SUP-002,2025-08-05,Online Warehouse,1154240150437
CLO-14484,Blue Skinny Jeans,Bottomwear,Jeans,Blue,M,28.0,62.0,210,14,SUP-006,2025-10-10,SF Downtown Store,9086808835855
CLO-14485,Gray Blazer,Jackets,Blazer,Gray,M,35.0,78.0,25,5,SUP-010,2025-06-25,Palo Alto Outlet,8364548759799
CLO-14486,Beige Coat,Jackets,Coat,Beige,L,40.0,92.0,18,5,SUP-008,2025-09-01,Online Warehouse,7425429043682
CLO-14487,Black Hoodie,Jackets,Hoodie,Black,XXL,18.5,42.0,140,10,SUP-014,2025-07-08,SF Downtown Store,7568497850786
CLO-14488,Yellow Cap,Accessories,Cap,Yellow,S,3.5,9.0,40,6,SUP-016,2025-05-22,Palo Alto Outlet,7253081580867
CLO-14489,Purple Blazer,Jackets,Blazer,Purple,M,25.0,60.0,22,5,SUP-017,2025-08-20,Online Warehouse,8945119324671
CLO-14490,Blue Chino Pants,Bottomwear,Pants,Blue,L,20.0,40.0,170,12,SUP-001,2025-10-02,SF Downtown Store,9992752371002
CLO-14491,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.99,320,15,SUP-012,2025-09-14,SF Downtown Store,9596351875705
CLO-14492,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,49.0,120,12,SUP-007,2025-09-28,Palo Alto Outlet,3209361301446
CLO-14493,White V-Neck T-Shirt,Tops,T-Shirt,White,S,6.5,14.99,260,12,SUP-003,2025-08-22,Online Warehouse,4197294103675
CLO-14494,Gray Fitted Shirt,Tops,Shirt,Gray,M,14.0,26.99,180,14,SUP-018,2025-07-30,SF Downtown Store,8069328940117
CLO-14495,Beige Cardigan,Jackets,Cardigan,Beige,XS,18.0,34.5,45,8,SUP-009,2025-10-03,Palo Alto Outlet,1303709718467
CLO-14496,Red Cap,Accessories,Cap,Red,XS,4.5,12.0,60,10,SUP-005,2025-09-10,Online Warehouse,9087737316927
CLO-14497,Black Belt,Accessories,Belt,Black,M,7.0,18.0,90,9,SUP-014,2025-08-18,SF Downtown Store,5927460100697
CLO-14498,Blue Tank Top,Tops,Tank Top,Blue,S,5.0,9.99,140,11,SUP-002,2025-06-12,Online Warehouse,7400970183256
CLO-14499,Navy Blazer,Jackets,Blazer,Navy,L,32.0,78.0,70,10,SUP-011,2025-10-12,SF Downtown Store,6180610853700
CLO-14500,Green Cargo Shorts,Bottomwear,Shorts,Green,XL,9.5,19.99,110,12,SUP-013,2025-07-05,Palo Alto Outlet,7001022212683
CLO-14501,Pink Silk Blouse,Tops,Blouse,Pink,XS,16.0,32.0,85,9,SUP-006,2025-05-20,Online Warehouse,9051011816934
CLO-14502,White Cotton Hoodie,Jackets,Hoodie,White,M,20.0,45.0,60,10,SUP-008,2025-10-01,SF Downtown Store,9106769871014
CLO-14503,Blue Denim Jacket,Jackets,Blazer,Blue,XL,27.0,64.0,40,7,SUP-015,2025-08-02,Palo Alto Outlet,9411632822519
CLO-14504,Beige Knit Skirt,Bottomwear,Skirt,Beige,S,12.0,22.0,28,6,SUP-020,2025-06-28,Online Warehouse,6429586167211
CLO-14505,Gray Cashmere Cardigan,Jackets,Cardigan,Gray,L,25.0,60.0,55,9,SUP-004,2025-09-02,SF Downtown Store,7025449655024
CLO-14506,Yellow Cap,Accessories,Cap,Yellow,S,3.5,11.0,75,8,SUP-010,2025-07-19,Online Warehouse,2182548057595
CLO-14507,Purple Belt,Accessories,Belt,Purple,L,6.5,16.5,85,9,SUP-016,2025-09-04,SF Downtown Store,0242426335231
CLO-14508,Blue Denim Shorts,Bottomwear,Shorts,Blue,XS,8.5,15.99,95,8,SUP-017,2025-08-25,Palo Alto Outlet,7548771320206
CLO-14509,White Linen Shirt,Tops,Shirt,White,XL,13.0,28.0,170,13,SUP-019,2025-09-16,Online Warehouse,1392031867674
CLO-14510,Gray Beanie,Accessories,Hat,Gray,XS,4.0,9.5,25,5,SUP-025,2025-07-11,SF Downtown Store,4822878073900
CLO-14511,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,29.5,59.0,210,15,SUP-003,2025-08-12,SF Downtown Store,4963096667629
CLO-14512,Red Cotton Hoodie,Jackets,Hoodie,Red,L,18.0,38.0,95,12,SUP-007,2025-07-04,Palo Alto Outlet,6029649910471
CLO-14513,White Silk Blouse,Tops,Blouse,White,S,26.0,65.0,120,14,SUP-012,2025-09-20,Online Warehouse,6495458446577
CLO-14514,Black Cotton T-Shirt,Tops,T-Shirt,Black,M,8.5,16.0,320,10,SUP-001,2025-05-28,SF Downtown Store,1371534278932
CLO-14515,Gray Tank Top,Tops,Tank Top,Gray,XS,6.0,12.0,280,12,SUP-009,2025-06-15,Online Warehouse,8732276654842
CLO-14516,Blue Wide Jeans,Bottomwear,Jeans,Blue,L,32.0,68.0,150,18,SUP-005,2025-10-02,SF Downtown Store,7494645403002
CLO-14517,Navy Blazer,Jackets,Blazer,Navy,XL,45.0,110.0,60,8,SUP-014,2025-08-28,Palo Alto Outlet,1436659453882
CLO-14518,Black Leather Belt,Accessories,Belt,Black,M,9.0,18.0,40,6,SUP-002,2025-07-11,Online Warehouse,3234533566822
CLO-14519,Beige Knit Cap,Accessories,Cap,Beige,L,4.5,9.0,70,7,SUP-011,2025-09-04,SF Downtown Store,8965754920398
CLO-14520,Green Cardigan,Jackets,Cardigan,Green,M,22.0,45.0,55,9,SUP-013,2025-08-18,Palo Alto Outlet,0133761915770
CLO-14521,Yellow Polo Shirt,Tops,Shirt,Yellow,S,14.0,28.0,130,13,SUP-006,2025-07-22,Online Warehouse,1411158162315
CLO-14522,Purple Zip Hoodie,Jackets,Hoodie,Purple,XL,20.0,40.0,85,11,SUP-004,2025-10-10,SF Downtown Store,3942811587650
CLO-14523,White Cotton Pants,Bottomwear,Pants,White,M,25.0,52.0,140,12,SUP-008,2025-09-09,Palo Alto Outlet,9163975057921
CLO-14524,Black Denim Shorts,Bottomwear,Shorts,Black,XS,15.0,30.0,90,10,SUP-010,2025-06-30,Online Warehouse,5109810094430
CLO-14525,Gray Blouse,Tops,Blouse,Gray,S,21.0,42.0,180,15,SUP-015,2025-08-05,SF Downtown Store,0277320656942
CLO-14526,Blue Cardigan,Jackets,Cardigan,Blue,M,19.0,38.0,75,9,SUP-003,2025-07-29,Palo Alto Outlet,7638082632676
CLO-14527,Brown Leather Belt,Accessories,Belt,Brown,L,12.0,24.0,60,8,SUP-018,2025-09-18,Online Warehouse,3114310753987
CLO-14528,Pink Cap,Accessories,Cap,Pink,S,5.0,10.0,25,5,SUP-019,2025-05-20,SF Downtown Store,1414264293064
CLO-14529,Navy Polo Shirt,Tops,Shirt,Navy,XL,16.0,32.0,110,12,SUP-002,2025-09-02,Online Warehouse,6143838167428
CLO-14530,Beige Blazer,Jackets,Blazer,Beige,L,38.0,76.0,40,7,SUP-014,2025-08-11,SF Downtown Store,9540584743894
CLO-14531,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,32.0,64.0,250,15,SUP-003,2025-08-12,SF Downtown Store,7528972459798
CLO-14532,Black Cotton Hoodie,Jackets,Hoodie,Black,L,18.0,36.0,140,12,SUP-007,2025-07-28,Palo Alto Outlet,9822455404210
CLO-14533,White Cotton T-Shirt,Tops,T-Shirt,White,M,6.0,12.0,320,15,SUP-002,2025-09-05,Online Warehouse,0149961177854
CLO-14534,Gray Blouse,Tops,Blouse,Gray,S,10.0,22.0,90,10,SUP-012,2025-06-22,SF Downtown Store,5390579866269
CLO-14535,Beige Cardigan,Jackets,Cardigan,Beige,XS,28.0,56.0,60,10,SUP-015,2025-10-02,Palo Alto Outlet,2339530025539
CLO-14536,Red Leather Belt,Accessories,Belt,Red,M,9.0,18.0,40,8,SUP-006,2025-08-23,Online Warehouse,5256377312524
CLO-14537,Black Knit Cap,Accessories,Cap,Black,S,5.0,12.0,95,6,SUP-009,2025-07-11,SF Downtown Store,5870131117517
CLO-14538,Navy Windbreaker,Jackets,Coat,Navy,L,40.0,95.0,25,7,SUP-011,2025-08-30,Palo Alto Outlet,3358362492151
CLO-14539,Green Tank Top,Tops,Tank Top,Green,XS,7.0,14.0,210,12,SUP-005,2025-09-20,Online Warehouse,5694438787171
CLO-14540,Blue Skinny Jeans,Bottomwear,Jeans,Blue,S,34.0,68.0,180,14,SUP-003,2025-05-19,SF Downtown Store,3593589105482
CLO-14541,White Button-Down Shirt,Tops,Shirt,White,M,22.0,44.0,110,11,SUP-004,2025-08-17,Palo Alto Outlet,5627396433161
CLO-14542,Brown Chino Pants,Bottomwear,Pants,Brown,L,26.0,52.0,130,13,SUP-008,2025-09-12,Online Warehouse,2099286878427
CLO-14543,Black Puff Sleeve Blouse,Tops,Blouse,Black,S,24.0,48.0,85,9,SUP-012,2025-07-04,SF Downtown Store,7515367209750
CLO-14544,Gray Sweatshirt,Jackets,Hoodie,Gray,M,16.0,32.0,150,12,SUP-010,2025-10-11,Palo Alto Outlet,6699128568594
CLO-14545,Pink Cap Sleeve Tee,Tops,T-Shirt,Pink,M,8.0,16.0,260,12,SUP-001,2025-06-28,Online Warehouse,4164933111568
CLO-14546,Blue Denim Jacket,Jackets,Jacket,Blue,XL,38.0,76.0,75,9,SUP-014,2025-08-05,SF Downtown Store,5402621806036
CLO-14547,Beige Wool Coat,Jackets,Coat,Beige,L,60.0,120.0,30,6,SUP-013,2025-09-28,Online Warehouse,3235185229165
CLO-14548,Black Leather Belt,Accessories,Belt,Black,XL,11.0,22.0,55,7,SUP-006,2025-07-19,SF Downtown Store,6130739871484
CLO-14549,Yellow Beanie,Accessories,Cap,Yellow,XS,4.0,10.0,70,6,SUP-009,2025-10-05,Palo Alto Outlet,5443007457774
CLO-14550,Purple Scarf,Accessories,Scarf,Purple,M,9.0,18.0,45,5,SUP-005,2025-08-18,Online Warehouse,1465183163325
CLO-14551,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,58.0,320,12,SUP-003,2025-09-12,SF Downtown Store,3363057578660
CLO-14552,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,55.0,120,15,SUP-008,2025-08-03,Palo Alto Outlet,7025076660695
CLO-14553,Red V-Neck T-Shirt,Tops,T-Shirt,Red,S,6.5,14.0,250,10,SUP-012,2025-10-02,Online Warehouse,0852610689655
CLO-14554,White Popover Shirt,Tops,Shirt,White,M,18.0,29.0,180,12,SUP-005,2025-07-20,SF Downtown Store,3264741412404
CLO-14555,Gray Cardigan,Jackets,Cardigan,Gray,XS,14.0,31.0,60,8,SUP-019,2025-06-18,Palo Alto Outlet,3968483596000
CLO-14556,Beige Belt,Accessories,Belt,Beige,M,7.0,16.0,95,10,SUP-007,2025-10-11,Online Warehouse,1820871638819
CLO-14557,Black Cap,Accessories,Cap,Black,L,4.5,12.0,140,12,SUP-002,2025-05-29,SF Downtown Store,3927191899381
CLO-14558,Blue Skinny Jeans,Bottomwear,Jeans,Blue,S,26.0,54.0,210,14,SUP-011,2025-09-22,Palo Alto Outlet,9879216501817
CLO-14559,Green Hoodie,Jackets,Hoodie,Green,XL,19.0,39.0,85,10,SUP-014,2025-07-05,Online Warehouse,5760180867522
CLO-14560,Navy Blazer,Jackets,Blazer,Navy,M,42.0,89.0,40,7,SUP-006,2025-08-19,SF Downtown Store,6249152893281
CLO-14561,Black Tank Top,Tops,Tank Top,Black,XS,5.0,10.0,160,9,SUP-016,2025-09-02,Online Warehouse,6651773131974
CLO-14562,Pink Blouse,Tops,Blouse,Pink,M,17.0,34.0,110,11,SUP-009,2025-07-29,Palo Alto Outlet,9313527625593
CLO-14563,Blue Denim Jacket,Jackets,Coat,Blue,L,55.0,110.0,25,8,SUP-004,2025-08-07,SF Downtown Store,7651182566516
CLO-14564,Beige Skirt,Bottomwear,Skirt,Beige,M,24.0,48.0,90,12,SUP-010,2025-06-25,Online Warehouse,3917271548362
CLO-14565,White Cotton Shirt,Tops,Shirt,White,L,20.0,40.0,280,13,SUP-013,2025-10-05,SF Downtown Store,8134135033460
CLO-14566,Purple Scarf,Accessories,Scarf,Purple,XL,9.0,20.0,55,7,SUP-015,2025-08-28,Palo Alto Outlet,7496875744654
CLO-14567,Gray Cardigan,Jackets,Cardigan,Gray,M,16.0,32.0,70,9,SUP-018,2025-09-18,Online Warehouse,4821873982125
CLO-14568,Black Leather Belt,Accessories,Belt,Black,XL,11.0,22.0,65,9,SUP-017,2025-10-23,SF Downtown Store,5887740503151
CLO-14569,Gray Sweatshirt,Tops,T-Shirt,Gray,M,8.0,16.0,310,10,SUP-020,2025-09-05,Online Warehouse,3465086569963
CLO-14570,Yellow Linen Shorts,Bottomwear,Shorts,Yellow,S,12.0,24.0,150,11,SUP-001,2025-10-01,Palo Alto Outlet,8744771341253
CLO-14571,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,29.5,59.0,320,20,SUP-003,2025-09-14,SF Downtown Store,8341065729976
CLO-14572,Black Cotton Hoodie,Jackets,Hoodie,Black,L,18.5,39.0,110,12,SUP-007,2025-08-22,Palo Alto Outlet,6562067039336
CLO-14573,White V-Neck T-Shirt,Tops,T-Shirt,White,S,5.0,9.5,260,15,SUP-012,2025-10-02,Online Warehouse,7774410843971
CLO-14574,Red Silk Blouse,Tops,Blouse,Red,M,22.0,61.0,90,10,SUP-021,2025-09-28,SF Downtown Store,1820034093582
CLO-14575,Gray Sweatshirt Jacket,Jackets,Coat,Gray,M,28.0,64.0,60,8,SUP-019,2025-07-12,Palo Alto Outlet,7173203106664
CLO-14576,Navy Blue Tank Top,Tops,Tank Top,Navy,XS,6.0,12.0,180,12,SUP-008,2025-06-18,Online Warehouse,6518478879788
CLO-14577,Black Leather Belt,Accessories,Belt,Black,L,9.0,24.0,75,6,SUP-005,2025-05-27,SF Downtown Store,8458795797114
CLO-14578,White Cap,Accessories,Cap,White,S,7.0,18.0,40,5,SUP-014,2025-04-15,Palo Alto Outlet,9179461906923
CLO-14579,Beige Cardigan,Jackets,Cardigan,Beige,XL,25.0,70.0,25,7,SUP-016,2025-10-09,Online Warehouse,9510832786686
CLO-14580,Blue Denim Shorts,Bottomwear,Shorts,Blue,M,14.0,29.0,140,14,SUP-011,2025-08-01,SF Downtown Store,8998420032650
CLO-14581,Brown Denim Jeans,Bottomwear,Jeans,Brown,L,31.0,62.0,210,18,SUP-020,2025-09-01,Online Warehouse,3052411420765
CLO-14582,Black Hoodie,Tops,Hoodie,Black,XL,16.5,34.0,95,9,SUP-009,2025-07-30,Palo Alto Outlet,1335294957603
CLO-14583,Navy Peacoat,Jackets,Coat,Navy,M,46.0,98.0,28,5,SUP-017,2025-09-20,SF Downtown Store,9610849297045
CLO-14584,Pink Cotton Tank,Tops,Tank Top,Pink,XS,6.5,14.0,120,10,SUP-004,2025-08-05,Online Warehouse,3868761297676
CLO-14585,Black Chino Pants,Bottomwear,Pants,Black,S,20.0,42.0,85,9,SUP-013,2025-07-22,SF Downtown Store,2135456143153
CLO-14586,Gray Fleece Jacket,Jackets,Jacket,Gray,L,24.0,56.0,70,8,SUP-002,2025-06-30,Palo Alto Outlet,8348995312008
CLO-14587,Blue Polo Shirt,Tops,Shirt,Blue,M,15.0,32.0,210,15,SUP-010,2025-05-18,Online Warehouse,5904002417036
CLO-14588,Green Scarf,Accessories,Scarf,Green,M,8.0,22.0,55,6,SUP-006,2025-10-01,SF Downtown Store,4237331342414
CLO-14589,Purple Cardigan,Jackets,Cardigan,Purple,S,23.0,52.0,48,6,SUP-018,2025-09-11,Palo Alto Outlet,7189762177942
CLO-14590,Beige Cap,Accessories,Cap,Beige,M,5.0,16.0,65,5,SUP-015,2025-08-19,Online Warehouse,9210172748215
CLO-14591,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,54.0,320,15,SUP-008,2025-09-12,SF Downtown Store,1750796313240
CLO-14592,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,49.0,60,12,SUP-015,2025-08-05,Palo Alto Outlet,4961965196627
CLO-14593,White V-Neck T-Shirt,Tops,T-Shirt,White,S,6.5,14.5,260,10,SUP-003,2025-09-28,Online Warehouse,1457065868623
CLO-14594,Gray Linen Blouse,Tops,Blouse,Gray,M,12.0,23.0,140,10,SUP-012,2025-07-19,SF Downtown Store,7857717121999
CLO-14595,Red Belt,Accessories,Belt,Red,L,9.0,19.0,75,8,SUP-007,2025-10-02,Online Warehouse,3917670700227
CLO-14596,Navy Cardigan,Jackets,Cardigan,Navy,XL,18.5,39.0,40,6,SUP-009,2025-06-22,Palo Alto Outlet,9624452784300
CLO-14597,Black Cotton Tank Top,Tops,Tank Top,Black,XS,7.0,14.0,210,12,SUP-004,2025-08-30,SF Downtown Store,3987806465949
CLO-14598,Blue Denim Shorts,Bottomwear,Shorts,Blue,S,15.0,29.0,90,8,SUP-002,2025-10-11,Online Warehouse,1868498749320
CLO-14599,White Blazer,Jackets,Blazer,White,M,34.0,68.0,25,5,SUP-011,2025-05-14,SF Downtown Store,3922686870375
CLO-14600,Green Parka,Jackets,Coat,Green,L,55.0,110.0,18,6,SUP-014,2025-09-01,Palo Alto Outlet,5785457653092
CLO-14601,Pink Scarf,Accessories,Scarf,Pink,M,4.5,12.0,60,10,SUP-005,2025-07-28,Online Warehouse,4643081322257
CLO-14602,Beige Trench Coat,Jackets,Coat,Beige,XL,42.0,84.0,22,6,SUP-016,2025-04-19,SF Downtown Store,5041226643509
CLO-14603,Gray Sweatshirt,Tops,Hoodie,Gray,M,14.0,28.0,160,12,SUP-006,2025-09-18,Palo Alto Outlet,4557314926622
CLO-14604,Blue Chambray Shirt,Tops,Shirt,Blue,L,16.0,31.0,110,9,SUP-010,2025-07-02,SF Downtown Store,4776038280710
CLO-14605,Black Leather Belt,Accessories,Belt,Black,XXL,12.0,22.0,55,8,SUP-003,2025-08-15,Online Warehouse,0245886417939
CLO-14606,Brown Leather Cap,Accessories,Cap,Brown,M,8.0,16.0,28,5,SUP-018,2025-10-20,SF Downtown Store,9697933933833
CLO-14607,Purple Hoodie,Jackets,Hoodie,Purple,S,20.0,42.0,45,7,SUP-019,2025-09-07,Palo Alto Outlet,8768838689825
CLO-14608,Yellow Tank Top,Tops,Tank Top,Yellow,XS,5.0,9.5,130,8,SUP-001,2025-06-26,Online Warehouse,8173868165223
CLO-14609,Gray Jeans,Bottomwear,Jeans,Gray,XL,22.0,44.0,180,12,SUP-013,2025-05-08,SF Downtown Store,5079937873521
CLO-14610,Navy Blouse,Tops,Blouse,Navy,S,14.5,29.0,95,9,SUP-006,2025-07-31,Palo Alto Outlet,9980684960334
CLO-14611,Black Jeans Belt,Accessories,Belt,Black,M,7.5,15.0,88,7,SUP-009,2025-09-03,SF Downtown Store,2995086722662
CLO-14612,White Cap,Accessories,Cap,White,L,6.0,13.0,65,9,SUP-017,2025-08-21,Online Warehouse,8107677786739
CLO-14613,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.0,320,12,SUP-007,2025-09-18,SF Downtown Store,7181905974689
CLO-14614,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,49.0,90,15,SUP-012,2025-08-02,Palo Alto Outlet,9330537406242
CLO-14615,Red Silk Blouse,Tops,Blouse,Red,S,34.0,68.0,140,14,SUP-003,2025-07-22,SF Downtown Store,6103324877365
CLO-14616,White V-Neck T-Shirt,Tops,T-Shirt,White,M,9.5,18.0,420,10,SUP-014,2025-10-03,Online Warehouse,1884919866132
CLO-14617,Gray Relaxed Jeans,Bottomwear,Jeans,Gray,L,26.0,54.0,260,12,SUP-002,2025-09-08,SF Downtown Store,9406357247639
CLO-14618,Navy Blazer,Jackets,Blazer,Navy,XL,40.0,88.0,60,8,SUP-009,2025-06-27,Palo Alto Outlet,8572685007284
CLO-14619,Black Capri Belt,Accessories,Belt,Black,M,12.0,24.0,70,8,SUP-011,2025-04-15,Online Warehouse,3858009998669
CLO-14620,Beige Scarf,Accessories,Scarf,Beige,M,10.0,22.0,45,6,SUP-005,2025-09-21,SF Downtown Store,2450514904873
CLO-14621,Blue Tank Top,Tops,Tank Top,Blue,XS,6.0,12.0,180,10,SUP-004,2025-08-19,Palo Alto Outlet,5975434536499
CLO-14622,Purple Cardigan,Jackets,Cardigan,Purple,S,18.0,40.0,55,6,SUP-016,2025-07-12,Online Warehouse,6107799772222
CLO-14623,White Linen Shirt,Tops,Shirt,White,L,22.5,44.0,150,12,SUP-008,2025-10-12,SF Downtown Store,6461533002702
CLO-14624,Brown Suede Coat,Jackets,Coat,Brown,XL,55.0,110.0,40,7,SUP-013,2025-05-29,Palo Alto Outlet,7507697693805
CLO-14625,Pink Knit Scarf,Accessories,Scarf,Pink,S,7.0,15.0,30,5,SUP-015,2025-06-18,Online Warehouse,1453869016812
CLO-14626,Green Chino Shorts,Bottomwear,Shorts,Green,S,14.0,28.0,200,12,SUP-001,2025-09-02,SF Downtown Store,0750006991558
CLO-14627,Blue Denim Jacket,Jackets,Coat,Blue,M,38.0,78.0,25,6,SUP-006,2025-07-17,Palo Alto Outlet,5939224455652
CLO-14628,Beige V-Neck T-Shirt,Tops,T-Shirt,Beige,L,8.0,15.0,310,10,SUP-010,2025-09-30,Online Warehouse,3221489441399
CLO-14629,Gray Knit Blazer,Jackets,Blazer,Gray,XL,32.0,68.0,70,9,SUP-003,2025-08-28,SF Downtown Store,9517699330381
CLO-14630,Red Cap,Accessories,Cap,Red,XS,5.0,12.0,90,7,SUP-014,2025-05-11,Online Warehouse,5695907056951
CLO-14631,Yellow Pique Shorts,Bottomwear,Shorts,Yellow,M,9.0,18.0,110,9,SUP-018,2025-09-14,SF Downtown Store,0636112874081
CLO-14632,Navy Tank Top,Tops,Tank Top,Navy,S,6.0,14.0,250,8,SUP-019,2025-10-05,Palo Alto Outlet,1730699382145
CLO-14633,Black Leather Belt,Accessories,Belt,Black,XL,16.0,32.0,50,5,SUP-020,2025-04-20,Online Warehouse,2878999962893
CLO-14634,White Polo Shirt,Tops,Shirt,White,XXL,20.0,40.0,200,12,SUP-011,2025-08-04,SF Downtown Store,0284052185056
CLO-14635,Red Cotton Hoodie,Jackets,Hoodie,Red,M,25.0,60.0,120,15,SUP-007,2025-08-14,SF Downtown Store,0831912604858
CLO-14636,Black Silk Blouse,Tops,Blouse,Black,S,18.0,36.0,220,12,SUP-012,2025-09-02,Palo Alto Outlet,9654981844093
CLO-14637,White V-Neck T-Shirt,Tops,T-Shirt,White,M,6.0,15.0,320,10,SUP-003,2025-07-28,Online Warehouse,8654719270548
CLO-14638,Blue Denim Jeans,Bottomwear,Jeans,Blue,L,22.0,55.0,180,12,SUP-009,2025-08-22,SF Downtown Store,7487056623005
CLO-14639,Gray Cotton Shirt,Tops,Shirt,Gray,S,14.0,28.0,150,15,SUP-005,2025-10-03,Palo Alto Outlet,6094461501235
CLO-14640,Navy Cardigan,Jackets,Cardigan,Navy,XL,28.0,70.0,60,8,SUP-018,2025-06-20,Online Warehouse,0665660505908
CLO-14641,Black Beanie,Accessories,Cap,Black,XS,4.0,12.0,80,6,SUP-011,2025-09-12,SF Downtown Store,5576578937939
CLO-14642,Brown Leather Belt,Accessories,Belt,Brown,M,9.0,22.0,95,8,SUP-014,2025-08-05,Palo Alto Outlet,1947437299035
CLO-14643,Beige Trench Coat,Jackets,Coat,Beige,L,45.0,110.0,40,6,SUP-002,2025-10-11,Online Warehouse,2196091027647
CLO-14644,Blue Tank Top,Tops,Tank Top,Blue,XS,5.0,12.0,280,15,SUP-019,2025-06-15,SF Downtown Store,1424321119026
CLO-14645,Purple Blouse,Tops,Blouse,Purple,M,16.0,32.0,110,12,SUP-006,2025-08-30,Palo Alto Outlet,6237738133098
CLO-14646,White Linen Shirt,Tops,Shirt,White,L,20.0,40.0,170,14,SUP-010,2025-09-25,Online Warehouse,3145237803463
CLO-14647,Black Denim Shorts,Bottomwear,Shorts,Black,S,15.0,30.0,210,15,SUP-004,2025-07-18,SF Downtown Store,3287425656866
CLO-14648,Gray Stretch Jeans,Bottomwear,Jeans,Gray,M,24.0,48.0,140,12,SUP-008,2025-08-16,Palo Alto Outlet,8058000589538
CLO-14649,Pink Knit Scarf,Accessories,Scarf,Pink,XL,7.0,18.0,65,7,SUP-017,2025-05-29,Online Warehouse,1575015438578
CLO-14650,Blue Cap,Accessories,Cap,Blue,XS,6.0,15.0,90,8,SUP-015,2025-10-02,SF Downtown Store,1807794914881
CLO-14651,Green Cargo Jeans,Bottomwear,Jeans,Green,L,26.0,60.0,130,13,SUP-020,2025-08-03,Online Warehouse,5144661995417
CLO-14652,Beige Tricot Hoodie,Jackets,Hoodie,Beige,XL,23.0,55.0,90,10,SUP-001,2025-09-07,SF Downtown Store,1006562666885
CLO-14653,Navy Blazer,Jackets,Blazer,Navy,M,40.0,95.0,70,9,SUP-016,2025-07-04,Palo Alto Outlet,4553637766599
CLO-14654,White Cotton Belt,Accessories,Belt,White,L,8.0,19.0,110,9,SUP-013,2025-09-19,Online Warehouse,5990234423816
CLO-14655,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.0,56.0,320,15,SUP-007,2025-09-12,SF Downtown Store,2266484918614
CLO-14656,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,49.0,120,12,SUP-012,2025-08-30,Palo Alto Outlet,6288363580533
CLO-14657,White Silk Shirt,Tops,Shirt,White,S,18.0,36.0,210,12,SUP-003,2025-07-22,Online Warehouse,1513135611702
CLO-14658,Gray V-Neck T-Shirt,Tops,T-Shirt,Gray,M,6.0,12.0,450,20,SUP-001,2025-10-02,SF Downtown Store,7847344793722
